FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,AircraftType,Duration,Status
2695,DEN,MIA,2024-03-25 00:41:00,2024-03-25 03:35:00,Boeing 737,174,Delayed
2696,JFK,MIA,2024-02-20 22:38:00,2024-02-21 03:59:00,Airbus A380,321,Cancelled
2697,LAS,LAX,2024-03-21 06:58:00,2024-03-21 10:21:00,Boeing 777,203,Cancelled
2698,SEA,MIA,2024-02-06 19:46:00,2024-02-06 22:37:00,Boeing 737,171,Cancelled
2699,MIA,DEN,2024-08-03 03:01:00,2024-08-03 05:59:00,Boeing 737,178,Scheduled
2700,LAS,DFW,2024-06-19 16:46:00,2024-06-19 20:59:00,Boeing 777,253,Delayed
2701,SFO,SFO,2024-06-28 18:07:00,2024-06-28 23:58:00,Airbus A320,351,Cancelled
2702,ATL,LAS,2024-11-05 15:01:00,2024-11-05 18:55:00,Airbus A380,234,Scheduled
2703,ATL,LAS,2024-07-19 10:54:00,2024-07-19 12:19:00,Boeing 737,85,Delayed
2704,DEN,ORD,2024-08-27 05:14:00,2024-08-27 06:54:00,Boeing 777,100,Scheduled
2705,DEN,SEA,2024-05-02 16:29:00,2024-05-02 22:00:00,Airbus A320,331,Scheduled
2706,LAX,SEA,2024-02-12 13:43:00,2024-02-12 19:31:00,Boeing 737,348,Scheduled
2707,DFW,JFK,2024-02-28 06:57:00,2024-02-28 09:50:00,Airbus A380,173,Cancelled
2708,MIA,ATL,2024-06-11 13:34:00,2024-06-11 14:44:00,Airbus A320,70,Delayed
2709,LAX,SFO,2024-12-20 07:49:00,2024-12-20 09:21:00,Airbus A380,92,Cancelled
2710,DFW,SEA,2024-07-05 11:51:00,2024-07-05 13:42:00,Airbus A380,111,Delayed
2711,MIA,SFO,2024-02-17 15:34:00,2024-02-17 16:34:00,Airbus A380,60,Delayed
2712,JFK,SFO,2024-04-16 19:29:00,2024-04-16 20:41:00,Boeing 777,72,Scheduled
2713,ORD,LAX,2024-09-30 05:11:00,2024-09-30 08:15:00,Airbus A380,184,Scheduled
2714,DEN,SEA,2024-07-22 20:03:00,2024-07-23 00:38:00,Boeing 737,275,Delayed
2715,JFK,DFW,2024-12-18 00:12:00,2024-12-18 02:26:00,Airbus A380,134,Scheduled
2716,SFO,LAX,2024-07-29 20:07:00,2024-07-29 21:26:00,Airbus A320,79,Scheduled
2717,LAX,MIA,2024-09-18 05:47:00,2024-09-18 07:19:00,Airbus A380,92,Cancelled
2718,JFK,DFW,2024-01-01 15:00:00,2024-01-01 20:07:00,Boeing 777,307,Delayed
2719,SEA,SFO,2024-01-06 21:37:00,2024-01-07 03:12:00,Boeing 777,335,Scheduled
2720,DFW,ATL,2024-08-04 05:56:00,2024-08-04 10:38:00,Boeing 777,282,Cancelled
2721,SEA,LAX,2024-03-08 15:44:00,2024-03-08 17:45:00,Boeing 777,121,Cancelled
2722,SFO,LAX,2024-06-09 20:54:00,2024-06-09 22:26:00,Airbus A380,92,Scheduled
2723,MIA,LAX,2024-08-21 16:51:00,2024-08-21 18:24:00,Boeing 737,93,Scheduled
2724,ORD,JFK,2024-11-10 07:32:00,2024-11-10 13:02:00,Airbus A380,330,Cancelled
2725,DEN,DFW,2024-03-20 16:56:00,2024-03-20 20:33:00,Boeing 777,217,Scheduled
2726,MIA,SFO,2024-05-10 13:41:00,2024-05-10 16:39:00,Boeing 737,178,Scheduled
2727,MIA,LAX,2024-08-06 05:24:00,2024-08-06 07:50:00,Boeing 777,146,Delayed
2728,DFW,LAS,2024-04-28 13:41:00,2024-04-28 15:34:00,Airbus A380,113,Scheduled
2729,ORD,LAS,2024-09-06 18:13:00,2024-09-06 20:36:00,Boeing 777,143,Cancelled
2730,SFO,MIA,2024-12-28 12:27:00,2024-12-28 13:39:00,Airbus A380,72,Delayed
2731,MIA,DFW,2024-08-10 18:39:00,2024-08-10 20:37:00,Boeing 777,118,Delayed
2732,ORD,ATL,2024-07-22 23:27:00,2024-07-23 05:06:00,Boeing 737,339,Delayed
2733,LAX,MIA,2024-10-21 19:41:00,2024-10-22 01:06:00,Boeing 777,325,Delayed
2734,ATL,ORD,2024-06-22 16:02:00,2024-06-22 19:12:00,Boeing 737,190,Scheduled
2735,MIA,DEN,2024-11-26 18:41:00,2024-11-26 23:56:00,Boeing 737,315,Cancelled
2736,JFK,JFK,2024-04-19 10:50:00,2024-04-19 13:44:00,Boeing 777,174,Scheduled
2737,LAX,SFO,2024-09-17 17:22:00,2024-09-17 21:53:00,Boeing 737,271,Cancelled
2738,ORD,SFO,2024-06-17 09:07:00,2024-06-17 11:44:00,Airbus A380,157,Scheduled
2739,SFO,LAS,2024-01-30 02:39:00,2024-01-30 05:11:00,Boeing 737,152,Delayed
2740,DEN,ATL,2024-01-14 15:18:00,2024-01-14 17:59:00,Boeing 737,161,Scheduled
2741,MIA,SFO,2024-12-09 19:27:00,2024-12-10 00:16:00,Boeing 737,289,Cancelled
2742,ATL,SEA,2024-05-10 09:30:00,2024-05-10 13:12:00,Airbus A320,222,Scheduled
2743,MIA,MIA,2024-12-04 02:11:00,2024-12-04 08:07:00,Airbus A380,356,Cancelled
2744,DEN,LAX,2024-11-17 14:12:00,2024-11-17 19:38:00,Boeing 737,326,Delayed
2745,DFW,DEN,2024-01-23 12:15:00,2024-01-23 14:25:00,Boeing 737,130,Cancelled
2746,MIA,LAS,2024-04-21 17:15:00,2024-04-21 22:18:00,Boeing 777,303,Delayed
2747,LAX,DFW,2024-01-27 10:11:00,2024-01-27 12:52:00,Boeing 737,161,Cancelled
2748,DFW,LAS,2024-02-27 03:04:00,2024-02-27 04:35:00,Airbus A380,91,Scheduled
2749,DFW,LAX,2024-03-11 01:14:00,2024-03-11 05:33:00,Airbus A320,259,Scheduled
2750,DEN,LAS,2024-11-05 16:39:00,2024-11-05 18:01:00,Boeing 777,82,Cancelled
2751,DFW,JFK,2024-09-17 03:18:00,2024-09-17 07:00:00,Boeing 777,222,Delayed
2752,ORD,DFW,2024-10-19 23:35:00,2024-10-20 04:21:00,Boeing 777,286,Delayed
2753,JFK,MIA,2024-06-13 23:52:00,2024-06-14 01:43:00,Airbus A320,111,Scheduled
2754,LAX,JFK,2024-01-12 14:38:00,2024-01-12 16:44:00,Boeing 737,126,Cancelled
2755,LAX,JFK,2024-02-16 19:03:00,2024-02-16 20:15:00,Airbus A380,72,Cancelled
2756,DFW,LAX,2024-05-01 02:43:00,2024-05-01 05:31:00,Airbus A380,168,Scheduled
2757,DFW,ATL,2024-06-01 03:25:00,2024-06-01 05:20:00,Boeing 777,115,Delayed
2758,ATL,LAS,2024-07-16 05:32:00,2024-07-16 08:55:00,Boeing 777,203,Cancelled
2759,ORD,DFW,2024-11-07 19:51:00,2024-11-08 01:36:00,Boeing 777,345,Cancelled
2760,DEN,DFW,2024-01-21 11:12:00,2024-01-21 16:24:00,Boeing 777,312,Delayed
2761,SFO,MIA,2024-02-19 05:50:00,2024-02-19 08:13:00,Boeing 777,143,Delayed
2762,JFK,ORD,2024-07-17 05:54:00,2024-07-17 10:55:00,Boeing 737,301,Delayed
2763,DEN,MIA,2024-05-17 23:23:00,2024-05-18 03:15:00,Airbus A320,232,Scheduled
2764,JFK,SFO,2024-07-30 00:37:00,2024-07-30 03:57:00,Boeing 777,200,Delayed
2765,SFO,DEN,2024-08-17 20:06:00,2024-08-17 22:03:00,Boeing 737,117,Delayed
2766,ORD,SEA,2024-03-29 06:03:00,2024-03-29 07:59:00,Boeing 777,116,Cancelled
2767,DEN,ORD,2024-06-22 01:01:00,2024-06-22 06:30:00,Airbus A380,329,Delayed
2768,DFW,SEA,2024-09-26 02:45:00,2024-09-26 08:15:00,Boeing 737,330,Scheduled
2769,SEA,DEN,2024-12-28 13:59:00,2024-12-28 15:05:00,Boeing 777,66,Cancelled
2770,JFK,LAS,2024-02-07 01:52:00,2024-02-07 03:27:00,Airbus A380,95,Scheduled
2771,LAX,JFK,2024-03-07 07:08:00,2024-03-07 10:16:00,Boeing 737,188,Delayed
2772,MIA,MIA,2024-11-29 06:04:00,2024-11-29 08:49:00,Airbus A380,165,Scheduled
2773,ATL,ORD,2024-09-07 09:38:00,2024-09-07 15:01:00,Boeing 777,323,Delayed
2774,MIA,LAX,2024-11-08 14:55:00,2024-11-08 16:47:00,Boeing 777,112,Delayed
2775,SFO,MIA,2024-06-20 02:53:00,2024-06-20 08:00:00,Airbus A380,307,Scheduled
2776,DFW,ATL,2024-03-01 23:17:00,2024-03-02 02:30:00,Boeing 777,193,Cancelled
2777,JFK,ORD,2024-08-12 14:01:00,2024-08-12 17:39:00,Boeing 777,218,Scheduled
2778,SEA,LAS,2024-04-10 20:16:00,2024-04-11 00:41:00,Boeing 737,265,Cancelled
2779,SEA,DFW,2024-09-18 07:02:00,2024-09-18 10:44:00,Boeing 737,222,Delayed
2780,LAS,LAX,2024-12-14 14:22:00,2024-12-14 15:43:00,Boeing 777,81,Delayed
2781,MIA,MIA,2024-12-15 17:31:00,2024-12-15 20:24:00,Boeing 777,173,Cancelled
2782,SEA,ATL,2024-12-30 23:55:00,2024-12-31 03:51:00,Airbus A380,236,Cancelled
2783,LAX,ATL,2024-01-25 00:40:00,2024-01-25 06:35:00,Boeing 737,355,Scheduled
2784,DFW,MIA,2024-04-01 19:34:00,2024-04-01 21:08:00,Airbus A320,94,Cancelled
2785,DEN,LAS,2024-08-01 16:29:00,2024-08-01 20:50:00,Boeing 737,261,Delayed
2786,LAS,MIA,2024-08-30 15:15:00,2024-08-30 17:06:00,Airbus A320,111,Cancelled
2787,LAX,MIA,2024-07-03 09:33:00,2024-07-03 12:05:00,Boeing 777,152,Cancelled
2788,SEA,DEN,2024-08-26 23:00:00,2024-08-27 01:15:00,Boeing 777,135,Cancelled
2789,SEA,ATL,2024-01-07 04:39:00,2024-01-07 10:16:00,Airbus A320,337,Scheduled
2790,LAX,MIA,2024-07-19 20:02:00,2024-07-19 23:32:00,Airbus A380,210,Cancelled
2791,LAS,MIA,2024-02-27 16:39:00,2024-02-27 20:49:00,Airbus A320,250,Cancelled
2792,JFK,SEA,2024-09-25 03:21:00,2024-09-25 08:39:00,Airbus A320,318,Scheduled
2793,LAX,DFW,2024-02-20 17:19:00,2024-02-20 20:28:00,Airbus A380,189,Delayed
2794,SFO,JFK,2024-03-04 16:55:00,2024-03-04 17:55:00,Airbus A320,60,Cancelled
2795,DFW,ATL,2024-12-12 04:53:00,2024-12-12 07:35:00,Boeing 737,162,Delayed
2796,ATL,ATL,2024-01-02 22:36:00,2024-01-03 02:48:00,Airbus A380,252,Delayed
2797,SFO,SFO,2024-10-07 18:00:00,2024-10-07 19:42:00,Airbus A380,102,Delayed
2798,ATL,SEA,2024-06-20 09:46:00,2024-06-20 14:29:00,Airbus A320,283,Cancelled
2799,DEN,DEN,2024-03-12 15:46:00,2024-03-12 18:02:00,Airbus A320,136,Delayed
2800,JFK,LAX,2024-06-15 07:52:00,2024-06-15 13:31:00,Boeing 777,339,Scheduled
2801,ATL,DEN,2024-04-19 08:16:00,2024-04-19 09:59:00,Airbus A320,103,Scheduled
2802,DEN,SEA,2024-10-26 22:23:00,2024-10-27 01:01:00,Airbus A320,158,Delayed
2803,DFW,DEN,2024-06-28 11:10:00,2024-06-28 16:31:00,Airbus A320,321,Delayed
2804,ATL,MIA,2024-12-20 18:16:00,2024-12-20 23:08:00,Boeing 737,292,Cancelled
2805,JFK,ATL,2024-02-25 17:15:00,2024-02-25 20:09:00,Boeing 777,174,Delayed
2806,DEN,ATL,2024-11-04 22:46:00,2024-11-04 23:49:00,Boeing 737,63,Scheduled
2807,DFW,SFO,2024-01-04 18:45:00,2024-01-04 21:26:00,Boeing 737,161,Cancelled
2808,LAS,LAX,2024-07-30 08:03:00,2024-07-30 14:00:00,Boeing 777,357,Cancelled
2809,LAS,DFW,2024-01-10 07:16:00,2024-01-10 09:33:00,Airbus A380,137,Cancelled
2810,DFW,SEA,2024-06-11 08:24:00,2024-06-11 10:59:00,Airbus A380,155,Delayed
2811,DFW,MIA,2024-10-27 19:30:00,2024-10-28 00:23:00,Airbus A380,293,Cancelled
2812,DEN,DEN,2024-07-14 18:27:00,2024-07-14 23:44:00,Boeing 777,317,Scheduled
2813,LAX,MIA,2024-05-08 14:04:00,2024-05-08 18:36:00,Boeing 777,272,Delayed
2814,LAS,LAS,2024-12-05 13:22:00,2024-12-05 18:09:00,Airbus A320,287,Delayed
2815,SEA,SEA,2024-07-30 23:49:00,2024-07-31 05:38:00,Boeing 737,349,Scheduled
2816,DEN,LAX,2024-12-21 08:45:00,2024-12-21 10:13:00,Airbus A380,88,Cancelled
2817,LAX,ATL,2024-07-02 23:05:00,2024-07-03 01:13:00,Airbus A320,128,Delayed
2818,SFO,DFW,2024-03-21 00:27:00,2024-03-21 04:50:00,Boeing 737,263,Delayed
2819,LAS,DFW,2024-01-28 23:29:00,2024-01-29 04:44:00,Airbus A320,315,Cancelled
2820,JFK,DFW,2024-09-12 10:53:00,2024-09-12 12:34:00,Airbus A320,101,Scheduled
2821,JFK,ORD,2024-10-15 23:32:00,2024-10-16 04:08:00,Airbus A380,276,Cancelled
2822,DEN,DEN,2024-08-20 14:07:00,2024-08-20 15:45:00,Boeing 737,98,Delayed
2823,MIA,LAS,2024-03-23 01:30:00,2024-03-23 04:39:00,Airbus A320,189,Scheduled
2824,LAS,ORD,2024-05-30 17:01:00,2024-05-30 20:46:00,Airbus A320,225,Delayed
2825,SFO,SEA,2024-04-27 19:58:00,2024-04-27 22:49:00,Airbus A380,171,Scheduled
2826,SFO,ORD,2024-04-26 23:36:00,2024-04-27 04:23:00,Airbus A380,287,Scheduled
2827,JFK,ATL,2024-09-24 07:22:00,2024-09-24 12:43:00,Boeing 777,321,Cancelled
2828,LAS,JFK,2024-07-26 17:45:00,2024-07-26 20:57:00,Boeing 737,192,Delayed
2829,LAX,LAX,2024-09-02 18:15:00,2024-09-02 20:34:00,Airbus A320,139,Cancelled
2830,MIA,ORD,2024-06-08 07:48:00,2024-06-08 12:08:00,Boeing 737,260,Cancelled
2831,ORD,JFK,2024-04-28 15:44:00,2024-04-28 18:28:00,Airbus A380,164,Cancelled
2832,SFO,DEN,2024-03-19 00:20:00,2024-03-19 03:58:00,Boeing 737,218,Scheduled
2833,ATL,DFW,2024-05-25 04:54:00,2024-05-25 10:41:00,Boeing 777,347,Delayed
2834,ATL,LAX,2024-05-25 19:10:00,2024-05-26 00:51:00,Airbus A320,341,Scheduled
2835,LAS,LAS,2024-04-20 21:41:00,2024-04-21 01:46:00,Boeing 777,245,Delayed
2836,ORD,DFW,2024-04-08 14:36:00,2024-04-08 19:06:00,Boeing 777,270,Scheduled
2837,LAX,MIA,2024-06-10 23:03:00,2024-06-11 03:23:00,Boeing 777,260,Scheduled
2838,MIA,JFK,2024-02-14 18:37:00,2024-02-14 20:07:00,Airbus A320,90,Delayed
2839,ATL,SFO,2024-12-17 13:36:00,2024-12-17 14:37:00,Airbus A320,61,Scheduled
2840,DFW,ORD,2024-05-05 13:49:00,2024-05-05 15:25:00,Boeing 777,96,Scheduled
2841,LAX,MIA,2024-03-04 17:07:00,2024-03-04 22:38:00,Boeing 737,331,Delayed
2842,DFW,ORD,2024-01-11 19:53:00,2024-01-12 01:53:00,Boeing 737,360,Cancelled
2843,MIA,JFK,2024-12-21 00:17:00,2024-12-21 01:56:00,Boeing 777,99,Scheduled
2844,SEA,SFO,2024-03-18 02:44:00,2024-03-18 04:14:00,Boeing 777,90,Cancelled
2845,MIA,ATL,2024-07-06 16:40:00,2024-07-06 18:04:00,Airbus A380,84,Delayed
2846,LAS,ATL,2024-09-25 12:07:00,2024-09-25 16:32:00,Airbus A380,265,Delayed
2847,DEN,SEA,2024-12-16 06:20:00,2024-12-16 07:51:00,Airbus A380,91,Scheduled
2848,SEA,DEN,2024-12-22 07:52:00,2024-12-22 13:38:00,Boeing 777,346,Cancelled
2849,SFO,DEN,2024-05-03 13:30:00,2024-05-03 15:42:00,Boeing 737,132,Cancelled
2850,SFO,ORD,2024-04-17 06:41:00,2024-04-17 12:30:00,Airbus A380,349,Cancelled
2851,DFW,SFO,2024-03-19 18:59:00,2024-03-20 00:18:00,Airbus A380,319,Delayed
2852,ORD,MIA,2024-05-25 07:39:00,2024-05-25 11:03:00,Boeing 777,204,Cancelled
2853,ATL,DEN,2024-06-01 17:57:00,2024-06-01 21:35:00,Boeing 737,218,Cancelled
2854,ATL,SEA,2024-06-05 23:22:00,2024-06-06 04:05:00,Boeing 777,283,Delayed
2855,JFK,DFW,2024-07-22 13:01:00,2024-07-22 15:03:00,Boeing 737,122,Scheduled
2856,ATL,JFK,2024-03-14 06:50:00,2024-03-14 08:46:00,Airbus A380,116,Delayed
2857,SFO,DFW,2024-11-02 10:11:00,2024-11-02 11:31:00,Boeing 737,80,Cancelled
2858,LAS,DFW,2024-01-06 12:41:00,2024-01-06 14:16:00,Boeing 777,95,Cancelled
2859,DEN,ORD,2024-11-07 01:40:00,2024-11-07 02:48:00,Boeing 737,68,Cancelled
2860,DEN,ORD,2024-08-28 16:43:00,2024-08-28 17:51:00,Airbus A320,68,Scheduled
2861,JFK,LAX,2024-11-26 08:21:00,2024-11-26 11:37:00,Boeing 777,196,Cancelled
2862,MIA,ORD,2024-12-06 09:51:00,2024-12-06 12:25:00,Boeing 737,154,Scheduled
2863,LAS,DFW,2024-08-14 01:01:00,2024-08-14 04:31:00,Airbus A320,210,Delayed
2864,JFK,SEA,2024-03-20 17:56:00,2024-03-20 20:54:00,Airbus A320,178,Scheduled
2865,DEN,DFW,2024-06-06 19:02:00,2024-06-06 23:31:00,Boeing 777,269,Scheduled
2866,DEN,ATL,2024-06-24 05:54:00,2024-06-24 09:52:00,Airbus A320,238,Delayed
2867,SEA,LAS,2024-07-18 09:15:00,2024-07-18 11:32:00,Boeing 777,137,Delayed
2868,LAS,ORD,2024-11-16 01:49:00,2024-11-16 04:29:00,Boeing 777,160,Cancelled
2869,DEN,JFK,2024-05-18 17:36:00,2024-05-18 21:23:00,Airbus A320,227,Delayed
2870,SFO,JFK,2024-04-12 23:21:00,2024-04-13 03:37:00,Airbus A320,256,Cancelled
2871,LAS,SEA,2024-10-03 18:55:00,2024-10-03 21:04:00,Airbus A380,129,Delayed
2872,SEA,JFK,2024-08-07 20:15:00,2024-08-08 00:18:00,Boeing 777,243,Scheduled
2873,SEA,SFO,2024-05-28 02:59:00,2024-05-28 06:05:00,Airbus A320,186,Cancelled
2874,LAS,LAS,2024-06-26 08:02:00,2024-06-26 13:28:00,Boeing 777,326,Delayed
2875,LAS,SEA,2024-02-01 23:05:00,2024-02-02 00:11:00,Airbus A380,66,Scheduled
2876,SFO,DEN,2024-06-20 02:45:00,2024-06-20 04:18:00,Airbus A380,93,Cancelled
2877,ATL,ORD,2024-07-17 15:16:00,2024-07-17 16:27:00,Airbus A320,71,Delayed
2878,SFO,LAX,2024-03-25 05:09:00,2024-03-25 06:12:00,Boeing 737,63,Delayed
2879,MIA,ORD,2024-12-26 19:11:00,2024-12-26 21:55:00,Airbus A380,164,Delayed
2880,ATL,DFW,2024-12-18 19:16:00,2024-12-19 01:13:00,Boeing 777,357,Cancelled
2881,ORD,ATL,2024-12-08 14:27:00,2024-12-08 19:20:00,Boeing 737,293,Scheduled
2882,SFO,DFW,2024-05-12 04:14:00,2024-05-12 06:17:00,Airbus A320,123,Cancelled
2883,SFO,MIA,2024-10-25 05:40:00,2024-10-25 07:33:00,Boeing 737,113,Cancelled
2884,SFO,MIA,2024-09-10 18:27:00,2024-09-10 23:04:00,Boeing 737,277,Cancelled
2885,DFW,LAS,2024-10-19 02:21:00,2024-10-19 07:31:00,Boeing 777,310,Cancelled
2886,SFO,LAS,2024-07-21 08:56:00,2024-07-21 14:53:00,Boeing 777,357,Delayed
2887,SFO,LAX,2024-10-31 00:11:00,2024-10-31 05:17:00,Boeing 777,306,Cancelled
2888,MIA,LAS,2024-10-13 03:12:00,2024-10-13 07:36:00,Airbus A380,264,Scheduled
2889,MIA,MIA,2024-05-28 07:06:00,2024-05-28 13:00:00,Airbus A320,354,Scheduled
2890,LAX,DFW,2024-08-25 01:27:00,2024-08-25 04:28:00,Airbus A320,181,Delayed
2891,JFK,DFW,2024-12-28 20:25:00,2024-12-29 01:47:00,Airbus A320,322,Delayed
2892,JFK,MIA,2024-08-10 16:45:00,2024-08-10 21:47:00,Boeing 777,302,Delayed
2893,JFK,ATL,2024-06-15 06:32:00,2024-06-15 11:51:00,Airbus A380,319,Cancelled
2894,LAS,ATL,2024-01-21 13:29:00,2024-01-21 18:14:00,Airbus A320,285,Scheduled
2895,DEN,DEN,2024-02-02 13:28:00,2024-02-02 17:51:00,Boeing 777,263,Scheduled
2896,SEA,SFO,2024-04-20 08:58:00,2024-04-20 12:01:00,Boeing 777,183,Scheduled
2897,LAS,MIA,2024-09-05 11:55:00,2024-09-05 13:15:00,Boeing 777,80,Scheduled
2898,LAX,SFO,2024-01-13 04:16:00,2024-01-13 07:44:00,Airbus A380,208,Cancelled
2899,DEN,ATL,2024-12-03 09:36:00,2024-12-03 12:30:00,Airbus A320,174,Scheduled
2900,SEA,LAS,2024-01-05 19:21:00,2024-01-06 01:20:00,Airbus A320,359,Delayed
2901,LAX,LAX,2024-08-26 22:49:00,2024-08-27 01:39:00,Boeing 737,170,Scheduled
2902,DEN,DEN,2024-08-03 12:12:00,2024-08-03 15:07:00,Boeing 737,175,Scheduled
2903,ORD,DEN,2024-11-13 13:55:00,2024-11-13 16:19:00,Airbus A320,144,Cancelled
2904,DEN,LAS,2024-09-22 07:41:00,2024-09-22 12:49:00,Boeing 777,308,Cancelled
2905,SEA,ATL,2024-03-06 08:46:00,2024-03-06 12:46:00,Boeing 777,240,Delayed
2906,ORD,MIA,2024-01-27 21:30:00,2024-01-28 02:05:00,Airbus A380,275,Scheduled
2907,ORD,MIA,2024-03-09 06:54:00,2024-03-09 10:53:00,Airbus A320,239,Cancelled
2908,ATL,SFO,2024-06-23 10:47:00,2024-06-23 12:26:00,Airbus A380,99,Scheduled
2909,LAS,LAS,2024-10-13 01:47:00,2024-10-13 06:42:00,Boeing 737,295,Delayed
2910,LAX,DEN,2024-09-08 15:10:00,2024-09-08 17:17:00,Airbus A380,127,Delayed
2911,LAS,ATL,2024-12-19 19:50:00,2024-12-19 23:16:00,Boeing 777,206,Cancelled
2912,LAS,ATL,2024-10-04 21:26:00,2024-10-05 00:09:00,Airbus A320,163,Delayed
2913,ORD,LAX,2024-10-09 01:24:00,2024-10-09 04:32:00,Boeing 777,188,Scheduled
2914,DEN,MIA,2024-12-20 18:19:00,2024-12-20 23:31:00,Airbus A380,312,Scheduled
2915,LAS,SFO,2024-02-05 11:28:00,2024-02-05 14:05:00,Boeing 777,157,Cancelled
2916,DFW,SEA,2024-09-08 16:18:00,2024-09-08 20:53:00,Boeing 737,275,Delayed
2917,DFW,SFO,2024-03-29 00:58:00,2024-03-29 04:52:00,Boeing 737,234,Delayed
2918,LAX,ORD,2024-06-10 18:08:00,2024-06-10 23:14:00,Airbus A380,306,Delayed
2919,DEN,SEA,2024-02-03 22:28:00,2024-02-04 03:13:00,Airbus A320,285,Cancelled
2920,JFK,LAX,2024-01-19 03:23:00,2024-01-19 07:32:00,Boeing 737,249,Cancelled
2921,LAX,JFK,2024-04-30 17:54:00,2024-04-30 23:54:00,Airbus A380,360,Cancelled
2922,DFW,LAX,2024-06-09 20:41:00,2024-06-09 23:15:00,Airbus A320,154,Delayed
2923,SEA,MIA,2024-04-30 10:31:00,2024-04-30 15:57:00,Airbus A380,326,Delayed
2924,DFW,ORD,2024-03-24 02:39:00,2024-03-24 04:15:00,Boeing 737,96,Scheduled
2925,JFK,DEN,2024-01-01 16:45:00,2024-01-01 18:49:00,Boeing 777,124,Delayed
2926,ATL,SFO,2024-02-03 07:29:00,2024-02-03 11:54:00,Boeing 777,265,Delayed
2927,MIA,JFK,2024-05-18 03:12:00,2024-05-18 04:22:00,Boeing 737,70,Delayed
2928,ORD,ATL,2024-01-24 14:01:00,2024-01-24 16:44:00,Boeing 777,163,Scheduled
2929,SEA,MIA,2024-01-29 21:49:00,2024-01-30 01:47:00,Airbus A320,238,Scheduled
2930,MIA,MIA,2024-08-27 11:26:00,2024-08-27 14:01:00,Airbus A320,155,Cancelled
2931,LAX,JFK,2024-02-22 23:27:00,2024-02-23 05:02:00,Airbus A380,335,Delayed
2932,SFO,SEA,2024-05-03 16:02:00,2024-05-03 17:08:00,Boeing 777,66,Cancelled
2933,LAS,LAX,2024-01-15 01:18:00,2024-01-15 02:58:00,Boeing 777,100,Delayed
2934,DFW,ATL,2024-11-06 01:23:00,2024-11-06 03:07:00,Boeing 737,104,Cancelled
2935,SFO,JFK,2024-12-29 00:06:00,2024-12-29 02:30:00,Boeing 737,144,Scheduled
2936,SEA,DEN,2024-02-24 12:01:00,2024-02-24 15:49:00,Airbus A380,228,Scheduled
2937,JFK,DFW,2024-10-11 20:13:00,2024-10-11 22:25:00,Airbus A320,132,Delayed
2938,DFW,DFW,2024-07-18 23:07:00,2024-07-19 00:39:00,Airbus A380,92,Cancelled
2939,DEN,DFW,2024-08-01 01:24:00,2024-08-01 06:12:00,Boeing 737,288,Scheduled
2940,ORD,LAX,2024-01-29 15:46:00,2024-01-29 18:54:00,Airbus A380,188,Scheduled
2941,DEN,ORD,2024-02-20 09:28:00,2024-02-20 13:06:00,Boeing 777,218,Cancelled
2942,LAX,ATL,2024-05-21 02:00:00,2024-05-21 07:22:00,Airbus A380,322,Scheduled
2943,JFK,MIA,2024-06-17 03:33:00,2024-06-17 05:47:00,Airbus A380,134,Delayed
2944,LAX,DEN,2024-01-10 07:28:00,2024-01-10 09:46:00,Airbus A320,138,Delayed
2945,ATL,DEN,2024-01-23 15:24:00,2024-01-23 17:06:00,Airbus A380,102,Cancelled
2946,ORD,SEA,2024-08-21 06:53:00,2024-08-21 11:10:00,Airbus A320,257,Cancelled
2947,MIA,LAS,2024-10-19 03:36:00,2024-10-19 06:14:00,Boeing 777,158,Scheduled
2948,DFW,LAS,2024-02-22 18:01:00,2024-02-22 22:20:00,Airbus A320,259,Delayed
2949,SFO,SEA,2024-08-13 11:06:00,2024-08-13 16:42:00,Boeing 737,336,Cancelled
2950,DEN,JFK,2024-11-05 17:31:00,2024-11-05 20:28:00,Airbus A320,177,Delayed
2951,DFW,JFK,2024-11-24 20:30:00,2024-11-24 21:39:00,Boeing 777,69,Cancelled
2952,DEN,MIA,2024-11-25 05:37:00,2024-11-25 06:37:00,Boeing 777,60,Delayed
2953,LAS,SEA,2024-06-01 03:55:00,2024-06-01 06:13:00,Airbus A320,138,Cancelled
2954,JFK,JFK,2024-02-11 00:22:00,2024-02-11 03:27:00,Airbus A320,185,Scheduled
2955,LAS,LAS,2024-07-27 03:11:00,2024-07-27 08:43:00,Boeing 737,332,Cancelled
2956,ORD,MIA,2024-08-02 10:27:00,2024-08-02 16:05:00,Boeing 737,338,Delayed
2957,SEA,ATL,2024-06-14 20:46:00,2024-06-15 00:18:00,Boeing 737,212,Cancelled
2958,LAX,SFO,2024-11-25 19:30:00,2024-11-25 21:22:00,Airbus A380,112,Scheduled
2959,LAX,DFW,2024-06-20 03:20:00,2024-06-20 04:47:00,Boeing 777,87,Cancelled
2960,SFO,DFW,2024-07-25 17:24:00,2024-07-25 22:49:00,Boeing 737,325,Scheduled
2961,ORD,ATL,2024-06-22 14:31:00,2024-06-22 20:13:00,Boeing 737,342,Scheduled
2962,ATL,DEN,2024-01-31 06:21:00,2024-01-31 11:46:00,Boeing 777,325,Cancelled
2963,DFW,JFK,2024-10-04 07:34:00,2024-10-04 12:25:00,Boeing 777,291,Delayed
2964,MIA,ORD,2024-07-18 13:52:00,2024-07-18 15:29:00,Boeing 777,97,Cancelled
